Distance (m),Force (N)
0.029313,0.024607
0.029536,0.024607
0.029984,0.012091
0.030208,0.018349
0.030655,0.018349
0.030879,0.018349
0.031103,0.018349
0.031326,0.018349
0.03155,0.018349
0.031774,0.005833
0.031774,0.018349
0.031998,0.012091
0.032221,0.018349
0.032221,0.012091
0.032445,0.005833
0.032669,0.005833
0.032893,0.018349
0.033117,0.018349
0.033117,0.018349
0.03334,0.018349
0.033564,0.005833
0.033788,0.018349
0.034012,0.012091
0.034235,0.005833
0.034235,0.018349
0.034459,0.012091
0.034459,0.005833
0.034683,0.000425
0.034907,0.012091
0.03513,0.018349
0.03513,0.005833
0.035354,0.005833
0.035578,0.018349
0.035802,0.006682
0.035802,0.000425
0.036025,0.012091
0.036249,0.005833
0.036249,0.012091
0.036473,0.012091
0.036697,0.012091
0.036697,0.018349
0.03692,0.005833
0.03692,0.005833
0.037144,0.018349
0.037368,0.018349
0.037368,0.018349
0.037368,0.012091
0.037592,0.005833
0.037592,0.005833
0.037592,0.012091
0.037815,0.005833
0.038039,0.005833
0.038263,0.005833
0.038487,0.012091
0.038487,0.012091
0.038711,0.005833
0.038934,0.000425
0.039158,0.005833
0.039158,0.005833
0.039382,0.000425
0.039606,0.005833
0.039606,0.005833
0.039829,0.005833
0.040053,0.000425
0.040053,0.005833
0.040277,0.000425
0.040501,0.000425
0.040501,0.012091
0.040724,0.005833
0.040724,0.000425
0.040948,0.005833
0.041172,0.012091
0.041396,0.005833
0.041619,0.005833
0.041619,0.005833
0.041843,0.012091
0.041843,0.000425
0.042067,0.005833
0.042291,0.006682
0.042291,0.005833
0.042291,0.005833
0.042514,0.005833
0.042738,0.005833
0.042738,0.005833
0.042962,0.006682
0.043186,0.006682
0.043186,0.000425
0.043409,0.005833
0.043633,0.005833
0.043633,0.000425
0.043857,0.006682
0.043857,0.005833
0.044081,0.005833
0.044081,0.005833
0.044081,0.012091
0.044305,0.006682
0.044305,0.005833
0.044528,0.005833
0.044752,0.006682
0.044752,0.005833
0.044976,0.000425
0.0452,0.000425
0.045423,0.000425
0.045423,0.006682
0.045647,0.012091
0.045647,0.006682
0.045871,0.018349
0.045871,0.005833
0.046095,0.000425
0.046318,0.012091
0.046318,0.000425
0.046542,0.000425
0.046766,0.005833
0.046766,0.000425
0.04699,0.006682
0.04699,0.01294
0.047213,0.006682
0.047437,0.006682
0.047437,0.000425
0.047661,0.000425
0.047661,0.006682
0.047661,0.005833
0.047885,0.01294
0.048108,0.005833
0.048108,0.005833
0.048332,0.000425
0.048556,0.006682
0.04878,0.000425
0.04878,0.006682
0.049003,0.005833
0.049227,0.000425
0.049227,0.000425
0.049451,0.01294
0.049675,0.000425
0.049899,0.005833
0.049899,0.000425
0.050122,0.005833
0.050122,0.005833
0.050346,0.000425
0.05057,0.006682
0.05057,0.01294
0.050794,0.006682
0.051017,0.005833
0.051241,0.006682
0.051465,0.005833
0.051689,0.006682
0.051689,0.006682
0.051912,0.000425
0.052136,0.012091
0.052136,0.006682
0.05236,0.000425
0.05236,0.005833
0.052584,0.019198
0.052584,0.000425
0.052584,0.006682
0.052584,0.012091
0.052807,0.005833
0.052807,0.006682
0.053031,0.006682
0.053031,0.006682
0.053255,0.000425
0.053255,0.000425
0.053479,0.005833
0.053479,0.01294
0.053702,0.000425
0.053926,0.000425
0.053926,0.000425
0.05415,0.006682
0.05415,0.000425
0.054374,0.01294
0.054597,0.006682
0.054597,0.006682
0.054821,0.006682
0.055045,0.000425
0.055045,0.000425
0.055269,0.000425
0.055269,0.005833
0.055493,0.000425
0.055716,0.005833
0.055716,0.006682
0.05594,0.006682
0.056164,0.006682
0.056388,0.000425
0.056388,0.005833
0.056611,0.000425
0.056835,0.006682
0.057059,0.000425
0.057283,0.000425
0.057506,0.000425
0.057506,0.006682
0.057506,0.006682
0.05773,0.01294
0.05773,0.006682
0.05773,0.006682
0.057954,0.01294
0.057954,0.000425
0.058178,0.005833
0.058401,0.006682
0.058625,0.000425
0.058625,0.000425
0.058849,0.006682
0.059073,0.006682
0.059073,0.000425
0.059296,0.006682
0.05952,0.006682
0.05952,0.000425
0.059744,0.000425
0.059968,0.000425
0.060191,0.000425
0.060415,0.000425
0.060415,0.000425
0.060639,0.01294
0.060863,0.005833
0.060863,0.000425
0.061087,0.005833
0.061087,0.000425
0.061087,0.006682
0.06131,0.000425
0.06131,0.006682
0.06131,0.01294
0.06131,0.006682
0.06131,0.000425
0.06131,0.000425
0.06131,0.000425
0.06131,0.000425
0.06131,0.000425
0.06131,0.006682
0.061534,0.000425
0.061534,0.000425
0.061534,0.000425
0.061534,0.01294
0.061534,0.000425
0.061534,0.006682
0.061534,0.000425
0.061534,0.006682
0.061534,0.000425
0.061534,0.006682
0.061534,0.000425
0.061534,0.006682
0.061534,0.000425
0.061534,0.000425
0.061534,0.000425
0.061534,0.006682
0.061534,0.000425
0.061534,0.006682
0.061534,0.000425
0.061534,0.01294
0.061534,0.006682
0.061534,0.005833
0.061534,0.000425
0.061534,0.006682
0.061534,0.005833
0.061534,0.000425
0.061534,0.005833
0.061534,0.000425
0.06131,0.006682
0.06131,0.000425
0.06131,0.006682
0.06131,0.006682
0.061087,0.006682
0.061087,0.006682
0.060863,0.000425
0.060863,0.000425
0.060639,0.006682
0.060639,0.005833
0.060415,0.006682
0.060191,0.005833
0.059968,0.006682
0.059968,0.01294
0.059744,0.006682
0.059744,0.006682
0.05952,0.006682
0.059296,0.006682
0.059296,0.000425
0.059073,0.006682
0.059073,0.000425
0.058849,0.005833
0.058625,0.000425
0.058401,0.006682
0.058178,0.005833
0.058178,0.005833
0.057954,0.000425
0.05773,0.000425
0.05773,0.006682
0.057506,0.01294
0.057283,0.006682
0.057059,0.006682
0.057059,0.006682
0.056835,0.005833
0.056611,0.000425
0.056388,0.000425
0.056388,0.000425
0.056388,0.005833
0.056164,0.000425
0.05594,0.01294
0.055716,0.006682
0.055716,0.005833
0.055493,0.000425
0.055269,0.005833
0.055269,0.000425
0.055045,0.012091
0.055045,0.005833
0.054821,0.012091
0.054597,0.006682
0.054597,0.000425
0.054374,0.005833
0.054374,0.006682
0.05415,0.006682
0.053926,0.005833
0.053702,0.006682
0.053479,0.006682
0.053255,0.006682
0.053031,0.000425
0.052584,0.006682
0.05236,0.000425
0.052136,0.01294
0.051912,0.006682
0.051689,0.000425
0.051241,0.000425
0.051017,0.006682
0.050794,0.006682
0.050794,0.006682
0.05057,0.006682
0.05057,0.000425
0.050346,0.006682
0.050122,0.000425
0.050122,0.006682
0.049899,0.000425
0.049451,0.012091
0.049227,0.006682
0.049003,0.000425
0.04878,0.005833
0.048332,0.005833
0.048108,0.000425
0.047885,0.000425
0.047661,0.000425
0.047437,0.006682
0.047437,0.006682
0.047213,0.000425
0.047213,0.000425
0.04699,0.005833
0.046766,0.000425
0.046542,0.000425
0.046318,0.005833
0.046095,0.000425
0.045871,0.005833
0.045871,0.006682
0.045647,0.01294
0.045423,0.005833
0.0452,0.006682
0.044976,0.012091
0.044752,0.000425
0.044752,0.006682
0.044528,0.005833
0.044305,0.005833
0.044305,0.005833
0.044081,0.012091
0.043857,0.000425
0.043857,0.000425
0.043633,0.006682
0.043409,0.005833
0.043186,0.000425
0.042962,0.005833
0.042738,0.000425
0.042514,0.005833
0.042291,0.000425
0.041843,0.012091
0.041619,0.018349
0.041172,0.018349
0.040724,0.005833
0.040277,0.012091
0.039606,0.000425
0.039158,0.005833
0.038934,0.000425
0.038711,0.005833
0.038487,0.000425
0.038263,0.005833
0.038039,0.005833
0.037815,0.012091
0.037592,0.012091
0.037368,0.000425
0.037144,0.018349
0.036697,0.005833
0.036473,0.012091
0.036025,0.005833
0.035578,0.000425
0.03513,0.000425
0.034907,0.012091
0.034459,0.012091
0.034235,0.012091
0.034012,0.000425
0.034012,0.012091
0.033788,0.012091
0.033564,0.018349
0.03334,0.018349
0.033117,0.018349
0.032893,0.012091
0.032669,0.005833
0.032445,0.012091
0.032221,0.018349
0.031998,0.018349
0.031774,0.012091
0.03155,0.012091
0.03155,0.012091
0.031326,0.012091
0.031326,0.018349
0.031103,0.018349
0.030879,0.005833
0.030655,0.018349
0.030431,0.012091
0.030208,0.012091
0.029984,0.012091
0.02976,0.012091
0.029536,0.024607
0.029313,0.012091
0.029089,0.024607
0.028865,0.018349
0.028641,0.024607
0.028418,0.018349
0.028194,0.018349
0.028194,0.018349
0.02797,0.018349
0.027746,0.018349
0.027746,0.012091
0.027522,0.018349
0.027299,0.024607
0.027075,0.012091
0.026851,0.018349
0.026851,0.018349
0.026627,0.024607
0.026404,0.030865
0.02618,0.030865
0.025956,0.030865
0.025956,0.030865
0.025732,0.030865
0.025509,0.024607
0.025285,0.024607
0.025061,0.030865
0.025061,0.030865
0.024837,0.030865
0.024614,0.030865
0.02439,0.037122
0.024166,0.04338
0.023942,0.030865
0.023719,0.030865
0.023495,0.04338
0.023495,0.04338
0.023271,0.030865
0.023047,0.037122
0.022824,0.037122
0.022824,0.037122
0.0226,0.037122
0.022376,0.037122
0.021928,0.030865
0.021705,0.04338
0.021481,0.04338
0.021481,0.04338
0.021257,0.049638
0.021257,0.04338
0.021257,0.037122
0.021033,0.049638
0.021033,0.049638
0.021033,0.037122
0.02081,0.049638
0.02081,0.049638
0.020586,0.04338
0.020586,0.049638
0.020362,0.049638
0.020138,0.049638
0.019915,0.055896
0.019691,0.055896
0.019467,0.062154
0.019467,0.055896
0.019243,0.055896
0.01902,0.055896
0.018796,0.062154
0.018796,0.062154
0.018572,0.055896
0.018348,0.055896
0.018348,0.062154
0.018125,0.062154
0.018125,0.074669
0.017901,0.068411
0.017901,0.068411
0.017677,0.068411
0.017453,0.080927
0.017453,0.074669
0.01723,0.087185
0.017006,0.074669
0.016782,0.087185
0.016558,0.080927
0.016558,0.080927
0.016334,0.080927
0.016111,0.087185
0.016111,0.087185
0.015887,0.093443
0.015663,0.093443
0.015663,0.087185
0.015439,0.093443
0.015216,0.093443
0.015216,0.099701
0.014992,0.099701
0.014768,0.105958
0.014768,0.105958
0.014544,0.112216
0.014544,0.118474
0.014544,0.118474
0.014321,0.112216
0.014321,0.112216
0.014097,0.118474
0.014097,0.118474
0.013873,0.124732
0.013873,0.13099
0.013649,0.13099
0.013649,0.13099
0.013426,0.137247
0.013426,0.137247
0.013202,0.137247
0.012978,0.137247
0.012754,0.137247
0.012531,0.149763
0.012307,0.156021
0.012307,0.156021
0.012083,0.174794
0.011859,0.168537
0.011859,0.174794
0.011636,0.181052
0.011636,0.181052
0.011636,0.181052
0.011412,0.181052
0.011412,0.18731
0.011188,0.199826
0.010964,0.193568
0.010964,0.199826
0.01074,0.206084
0.010517,0.212341
0.010517,0.218599
0.010293,0.231115
0.010069,0.237373
0.010069,0.237373
0.009845,0.24363
0.009845,0.249888
0.009622,0.268662
0.009622,0.27492
0.009398,0.27492
0.009174,0.281177
0.009174,0.293693
0.00895,0.299951
0.008727,0.306209
0.008503,0.324982
0.008503,0.337498
0.008279,0.337498
0.008279,0.350013
0.008279,0.343756
0.008055,0.350013
0.008055,0.362529
0.008055,0.356271
0.007832,0.375045
0.007832,0.381303
0.007608,0.38756
0.007608,0.393818
0.007608,0.406334
0.007384,0.412592
0.007384,0.425107
0.00716,0.425107
0.00716,0.450139
0.00716,0.443881
0.00716,0.437623
0.00716,0.443881
0.006937,0.450139
0.006937,0.462654
0.006713,0.462654
0.006713,0.481428
0.006489,0.500201
0.006489,0.512717
0.006489,0.512717
0.006489,0.518975
0.006265,0.525232
0.006265,0.53149
0.006265,0.537748
0.006265,0.544006
0.006042,0.556522
0.006042,0.575295
0.006042,0.581553
0.005818,0.594069
0.005818,0.594069
0.005818,0.606584
0.005818,0.612842
0.005818,0.625358
0.005594,0.631615
0.005594,0.631615
0.005594,0.644131
0.005594,0.644131
0.005594,0.650389
0.005594,0.656647
0.00537,0.662905
0.00537,0.669162
0.00537,0.681678
0.00537,0.687936
0.00537,0.681678
0.00537,0.694194
0.00537,0.694194
0.005146,0.719225
0.005146,0.719225
0.005146,0.725483
0.005146,0.744256
0.004923,0.769288
0.004923,0.806834
0.004699,0.844381
0.004475,0.894444
0.004251,0.938249
0.004251,0.96328
0.004251,0.969538
0.004251,0.975796
0.004251,0.982053
0.004251,0.982053
0.004251,0.975796
0.004251,0.982053
0.004251,0.975796
0.004251,0.982053
0.004251,0.988311
0.004251,0.988311
0.004251,0.982053
0.004251,0.994569
0.004251,1.000827
0.004251,0.988311
0.004251,0.988311
0.004251,0.994569
0.004251,1.0196
0.004251,1.032116
0.004251,1.044632
0.004251,1.044632
0.004251,1.057147
0.004251,1.044632
0.004251,1.044632
0.004251,1.044632
0.004251,1.05089
0.004251,1.057147
0.004251,1.057147
0.004251,1.069663
0.004028,1.075921
0.004028,1.10721
0.004028,1.138499
0.003804,1.157273
0.003804,1.169788
0.003804,1.169788
0.003804,1.176046
0.003804,1.182304
0.003804,1.182304
0.003804,1.188562
0.003804,1.188562
0.003804,1.194819
0.003804,1.194819
0.003804,1.194819
0.003804,1.188562
0.003804,1.188562
0.003804,1.194819
0.003804,1.194819
0.003804,1.194819
0.003804,1.194819
0.003804,1.188562
0.003804,1.188562
0.003804,1.188562
0.003804,1.182304
0.003804,1.169788
0.003804,1.16353
0.003804,1.16353
0.003804,1.16353
0.003804,1.16353
0.003804,1.157273
0.003804,1.151015
0.003804,1.138499
0.003804,1.144757
0.003804,1.138499
0.003804,1.132241
0.003804,1.132241
0.003804,1.119726
0.003804,1.138499
0.003804,1.125983
0.003804,1.119726
0.003804,1.119726
0.003804,1.113468
0.003804,1.113468
0.003804,1.113468
0.003804,1.10721
0.003804,1.094694
0.003804,1.094694
0.003804,1.088436
0.003804,1.088436
0.003804,1.082179
0.003804,1.075921
0.003804,1.069663
0.003804,1.057147
0.003804,1.063405
0.003804,1.063405
0.003804,1.057147
0.003804,1.057147
0.003804,1.057147
0.003804,1.063405
0.003804,1.069663
0.003804,1.057147
0.003804,1.063405
0.003804,1.057147
0.003804,1.075921
0.003804,1.057147
0.003804,1.063405
0.003804,1.069663
0.003804,1.057147
0.003804,1.063405
0.003804,1.057147
0.003804,1.057147
0.003804,1.069663
0.003804,1.057147
0.003804,1.057147
0.003804,1.057147
0.003804,1.057147
0.003804,1.063405
0.003804,1.069663
0.003804,1.063405
0.003804,1.063405
0.003804,1.063405
0.003804,1.069663
0.003804,1.069663
0.003804,1.063405
0.003804,1.069663
0.003804,1.063405
0.003804,1.063405
0.003804,1.057147
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.075921
0.003804,1.069663
0.003804,1.075921
0.003804,1.075921
0.003804,1.075921
0.003804,1.063405
0.003804,1.075921
0.003804,1.075921
0.003804,1.069663
0.003804,1.063405
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.075921
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.075921
0.003804,1.063405
0.003804,1.075921
0.003804,1.075921
0.003804,1.082179
0.003804,1.069663
0.003804,1.075921
0.003804,1.075921
0.003804,1.063405
0.003804,1.069663
0.003804,1.069663
0.003804,1.069663
0.003804,1.063405
0.003804,1.075921
0.003804,1.075921
0.003804,1.075921
0.003804,1.063405
0.003804,1.075921
0.003804,1.063405
0.003804,1.063405
0.003804,1.069663
0.003804,1.069663
0.003804,1.063405
0.003804,1.063405
0.003804,1.069663
0.003804,1.063405
0.003804,1.075921
0.003804,1.069663
0.003804,1.069663
0.003804,1.063405
0.003804,1.057147
0.003804,1.075921
0.003804,1.069663
0.003804,1.05089
0.003804,1.038374
0.003804,1.044632
0.003804,1.044632
0.003804,1.025858
0.003804,1.038374
0.003804,1.05089
0.003804,1.038374
0.003804,1.044632
0.003804,1.05089
0.003804,1.025858
0.003804,1.038374
0.003804,1.044632
0.003804,1.025858
0.003804,1.007085
0.003804,1.007085
0.003804,1.013343
0.003804,1.007085
0.003804,0.994569
0.003804,1.007085
0.003804,1.0196
0.003804,1.038374
0.003804,1.044632
0.003804,1.044632
0.003804,1.038374
0.003804,1.05089
0.003804,1.038374
0.003804,1.044632
0.003804,1.057147
0.003804,1.044632
0.003804,1.044632
0.003804,1.044632
0.003804,1.05089
0.003804,1.057147
0.003804,1.05089
0.003804,1.044632
0.003804,1.044632
0.003804,1.044632
0.003804,1.057147
0.003804,1.038374
0.003804,1.044632
0.003804,1.044632
0.003804,1.038374
0.003804,1.044632
0.003804,1.044632
0.003804,1.044632
0.003804,1.044632
0.003804,1.05089
0.003804,1.044632
0.003804,1.05089
0.003804,1.038374
0.003804,1.038374
0.003804,1.038374
0.003804,1.044632
0.003804,1.038374
0.003804,1.038374
0.003804,1.05089
0.003804,1.05089
0.003804,1.05089
0.003804,1.038374
0.003804,1.057147
0.003804,1.05089
0.003804,1.05089
0.003804,1.05089
0.003804,1.044632
0.003804,1.038374
0.003804,1.05089
0.003804,1.044632
0.003804,1.038374
0.003804,1.044632
0.003804,1.05089
0.003804,1.05089
0.003804,1.038374
0.003804,1.044632
0.003804,1.044632
0.003804,1.044632
0.003804,1.032116
0.003804,1.038374
0.003804,1.038374
0.003804,1.038374
0.003804,1.044632
0.003804,1.05089
0.003804,1.032116
0.003804,1.044632
0.003804,1.038374
0.003804,1.05089
0.003804,1.044632
0.003804,1.044632
0.003804,1.044632
0.003804,1.044632
0.003804,1.038374
0.003804,1.044632
0.003804,1.025858
0.003804,1.044632
0.003804,1.038374
0.003804,1.044632
0.003804,1.038374
0.003804,1.025858
0.003804,1.007085
0.003804,0.988311
0.003804,0.994569
0.003804,0.982053
0.003804,0.988311
0.003804,0.982053
0.003804,0.975796
0.003804,0.982053
0.003804,0.982053
0.003804,0.994569
0.003804,0.994569
0.003804,0.988311
0.003804,0.988311
0.003804,0.982053
0.003804,0.988311
0.003804,0.975796
0.004028,0.957022
0.004699,0.888186
0.005146,0.806834
0.005146,0.769288
0.00537,0.737998
0.00537,0.737998
0.00537,0.744256
0.00537,0.737998
0.00537,0.731741
0.00537,0.731741
0.00537,0.731741
0.00537,0.719225
0.00537,0.712967
0.005594,0.681678
0.005594,0.662905
0.005818,0.637873
0.006042,0.612842
0.006265,0.562779
0.006265,0.544006
0.006265,0.525232
0.006265,0.537748
0.006265,0.518975
0.006265,0.518975
0.006265,0.518975
0.006265,0.53149
0.006265,0.512717
0.006265,0.506459
0.006265,0.518975
0.006265,0.506459
0.006265,0.506459
0.006489,0.500201
0.006713,0.487686
0.006937,0.462654
0.007608,0.425107
0.007832,0.38756
0.008279,0.343756
0.008503,0.33124
0.008503,0.33124
0.008503,0.33124
0.008503,0.318724
0.008503,0.324982
0.008503,0.318724
0.008503,0.324982
0.008727,0.293693
0.008727,0.299951
0.008727,0.281177
0.008727,0.293693
0.008727,0.299951
0.008727,0.293693
0.008727,0.287435
0.008727,0.293693
0.008727,0.281177
0.008727,0.281177
0.00895,0.281177
0.009174,0.268662
0.009174,0.256146
0.009174,0.262404
0.009174,0.256146
0.009174,0.249888
0.009174,0.256146
0.009174,0.249888
0.009174,0.24363
0.009174,0.249888
0.009174,0.237373
0.009174,0.24363
0.009174,0.237373
0.009174,0.231115
0.009174,0.237373
0.009174,0.231115
0.009174,0.231115
0.009174,0.231115
0.009174,0.231115
0.009174,0.237373
0.009174,0.237373
0.009174,0.24363
0.009174,0.24363
0.009174,0.218599
0.009174,0.231115
0.009174,0.231115
0.009174,0.231115
0.009174,0.237373
0.009174,0.231115
0.009622,0.237373
0.010293,0.237373
0.011636,0.206084
0.012307,0.174794
0.012754,0.156021
0.012978,0.162279
0.013202,0.137247
0.013426,0.137247
0.013649,0.137247
0.013873,0.13099
0.014321,0.118474
0.014544,0.112216
0.014992,0.105958
0.015216,0.093443
0.015439,0.093443
0.015663,0.105958
0.015887,0.105958
0.016111,0.099701
0.016334,0.093443
0.016558,0.093443
0.016782,0.080927
0.017006,0.093443
0.01723,0.074669
0.017453,0.068411
0.017677,0.080927
0.017901,0.074669
0.018125,0.074669
0.018348,0.062154
0.018572,0.062154
0.018796,0.068411
0.018796,0.068411
0.01902,0.062154
0.019243,0.068411
0.019691,0.055896
0.019915,0.055896
0.020138,0.055896
0.020362,0.055896
0.020586,0.04338
0.02081,0.049638
0.021033,0.04338
0.021257,0.04338
0.021705,0.055896
0.021928,0.04338
0.022152,0.04338
0.022376,0.04338
0.022824,0.037122
0.023047,0.037122
0.023271,0.037122
0.023719,0.030865
0.023942,0.030865
0.02439,0.030865
0.024614,0.037122
0.024837,0.037122
0.025061,0.030865
0.025285,0.030865
0.025509,0.030865
0.025732,0.030865
0.025956,0.037122
0.02618,0.024607
0.02618,0.030865
0.026404,0.018349
0.026627,0.030865
0.026851,0.024607
0.027075,0.018349
0.027299,0.018349
0.027746,0.018349
0.02797,0.012091
0.028194,0.018349
0.028418,0.018349
0.028641,0.030865
0.028865,0.018349
0.029089,0.018349
0.029089,0.018349
0.029313,0.030865
0.029536,0.018349
0.02976,0.012091
0.029984,0.018349
0.030208,0.018349
0.030208,0.005833
0.030431,0.018349
0.030655,0.005833
0.030879,0.024607
0.031326,0.018349
0.03155,0.005833
0.031774,0.018349
0.031998,0.012091
0.032221,0.012091
0.032445,0.012091
0.032669,0.012091
0.032893,0.005833
0.033117,0.005833
0.03334,0.005833
0.033564,0.005833
0.033788,0.012091
0.034012,0.012091
0.034235,0.005833
0.034459,0.012091
0.034683,0.012091
0.034907,0.005833
0.03513,0.012091
0.035354,0.006682
0.035354,0.000425
0.035578,0.005833
0.035802,0.012091
0.036025,0.005833
0.036249,0.005833
0.036473,0.005833
0.036697,0.012091
0.03692,0.005833
0.037144,0.005833
0.037592,0.012091
0.037815,0.005833
0.038039,0.005833
0.038039,0.005833
0.038263,0.000425
0.038487,0.012091
0.038711,0.012091
0.038711,0.000425
0.038934,0.018349
0.039382,0.005833
0.039606,0.000425
0.039829,0.012091
0.040053,0.012091
0.040277,0.005833
0.040724,0.005833
0.040948,0.012091
0.041172,0.000425
0.041396,0.006682
0.041619,0.000425
0.041619,0.005833
0.041843,0.005833
0.042067,0.000425
0.042291,0.012091
0.042291,0.012091
0.042514,0.005833
0.042738,0.000425
0.042738,0.005833
0.042962,0.000425
0.043186,0.006682
0.043409,0.000425
0.043633,0.000425
0.043857,0.006682
0.044081,0.005833
0.044305,0.006682
0.044528,0.005833
0.044752,0.000425
0.044976,0.000425
0.0452,0.005833
0.045423,0.000425
0.045647,0.000425
0.045647,0.006682
0.045871,0.000425
0.045871,0.01294
0.046095,0.005833
0.046318,0.006682
0.046542,0.006682
0.046766,0.000425
0.04699,0.006682
0.047213,0.006682
0.047213,0.006682
0.047437,0.005833
0.047661,0.000425
0.047885,0.005833
0.047885,0.005833
0.048108,0.005833
0.048332,0.006682
0.048556,0.000425
0.04878,0.006682
0.049003,0.006682
0.049227,0.000425
0.049227,0.000425
0.049451,0.000425
0.049451,0.01294
0.049675,0.005833
0.049675,0.000425
0.049899,0.000425
0.050122,0.012091
0.050122,0.005833
0.050346,0.006682
0.050346,0.006682
0.05057,0.005833
0.05057,0.006682
0.05057,0.006682
0.050794,0.006682
0.050794,0.006682
0.050794,0.006682
0.051017,0.012091
0.051017,0.005833
0.051241,0.005833
0.051241,0.006682
0.051465,0.006682
0.051465,0.000425
0.051465,0.006682
0.051689,0.006682
0.051689,0.006682
0.051689,0.006682
0.051912,0.005833
0.051912,0.006682
0.051912,0.006682
0.051912,0.000425
0.051912,0.000425
0.051912,0.012091
0.051912,0.000425
0.051912,0.005833
0.051912,0.01294
0.051912,0.000425
0.051912,0.000425
0.051912,0.000425
0.051912,0.000425
0.051912,0.005833
0.051912,0.006682
0.051912,0.005833
0.051912,0.005833
0.051912,0.005833
0.051912,0.000425
0.051912,0.005833
0.051912,0.006682
0.051912,0.005833
0.051912,0.005833
0.051912,0.006682
0.051912,0.000425
0.051912,0.006682
0.051912,0.005833
0.051912,0.006682
0.051912,0.006682
0.051912,0.000425
0.051912,0.000425
0.051912,0.000425
0.051912,0.012091
0.051912,0.006682
0.051912,0.006682
0.051912,0.01294
0.051912,0.006682
0.051912,0.006682
0.051912,0.006682
0.051912,0.000425
0.051912,0.006682
0.051912,0.005833
0.051912,0.005833
0.051912,0.000425
0.051912,0.006682
0.051912,0.006682
0.051912,0.006682
0.051912,0.006682
0.051912,0.006682
0.051912,0.000425
0.051912,0.006682
0.051912,0.006682
0.051912,0.000425
0.051912,0.000425
0.051912,0.000425
0.051912,0.01294
0.051912,0.01294
0.051912,0.005833
0.051912,0.005833
0.051912,0.000425
0.051912,0.006682
0.051912,0.006682
0.051912,0.000425
0.051912,0.006682
0.051912,0.01294
0.051912,0.006682
0.051689,0.000425
0.051689,0.005833
0.051689,0.000425
0.051689,0.005833
0.051689,0.000425
0.051689,0.005833
0.051689,0.006682
0.051689,0.01294
0.051465,0.006682
0.051465,0.000425
0.051465,0.006682
0.051465,0.006682
0.051465,0.005833
0.051465,0.006682
0.051465,0.005833
0.051241,0.005833
0.051241,0.005833
0.051241,0.005833
0.051241,0.006682
0.051241,0.005833
0.051241,0.006682
0.051017,0.006682
0.051017,0.000425
0.051017,0.006682
0.051017,0.006682
0.051017,0.005833
0.051017,0.000425
0.050794,0.000425
0.050794,0.005833
0.050794,0.005833
0.05057,0.012091
0.05057,0.006682
0.05057,0.000425
0.050346,0.006682
0.050346,0.006682
0.050122,0.006682
0.050122,0.000425
0.049899,0.005833
0.049899,0.000425
0.049675,0.000425
0.049675,0.000425
0.049675,0.005833
0.049675,0.005833
0.049451,0.005833
0.049451,0.005833
0.049451,0.000425
0.049451,0.006682
0.049227,0.006682
0.049227,0.01294
0.049227,0.005833
0.049003,0.005833
0.049003,0.006682
0.04878,0.005833
0.048556,0.000425
0.048332,0.000425
0.048108,0.006682
0.047885,0.000425
0.047885,0.000425
0.047661,0.000425
0.047437,0.005833
0.047437,0.005833
0.047213,0.000425
0.04699,0.006682
0.046766,0.006682
0.046766,0.000425
0.046542,0.005833
0.046542,0.000425
0.046318,0.000425
0.046095,0.006682
0.045871,0.000425
0.045871,0.005833
0.045647,0.000425
0.045423,0.000425
0.0452,0.005833
0.044976,0.000425
0.044976,0.000425
0.044752,0.006682
0.044528,0.000425
0.044081,0.005833
0.044081,0.005833
0.043857,0.000425
0.043633,0.005833
0.043409,0.005833
0.043186,0.000425
0.043186,0.000425
0.043186,0.000425
0.042962,0.000425
0.042962,0.005833
0.042738,0.000425
0.042514,0.006682
0.042291,0.006682
0.042067,0.005833
0.041619,0.005833
0.040948,0.000425
0.040501,0.005833
0.039829,0.005833
0.039158,0.005833
0.038711,0.000425
0.038263,0.012091
0.038039,0.000425
0.037815,0.006682
0.037592,0.005833
0.037592,0.005833
0.037592,0.005833
0.037592,0.000425
0.037592,0.012091
0.037368,0.005833
0.037368,0.005833
0.037144,0.012091
0.03692,0.012091
0.036697,0.012091
0.036473,0.005833
0.036249,0.005833
0.036025,0.005833
0.035802,0.018349
0.035578,0.012091
0.035354,0.005833
0.035354,0.005833
0.03513,0.012091
0.034907,0.012091
0.034683,0.005833
0.034459,0.024607
0.034459,0.012091
0.034235,0.012091
0.034012,0.005833
0.033788,0.005833
0.033564,0.005833
0.03334,0.012091
0.033117,0.005833
0.032893,0.018349
0.032445,0.012091
0.031998,0.005833
0.03155,0.012091
0.031103,0.018349
0.030655,0.005833
0.030208,0.018349
0.02976,0.012091
0.029313,0.024607
0.028865,0.018349
0.028641,0.005833
0.028194,0.012091
0.02797,0.012091
0.027746,0.012091
0.027522,0.030865
0.027299,0.024607
0.027075,0.018349
0.026627,0.018349
0.026404,0.030865
0.02618,0.018349
0.025956,0.024607
