Distance (m),Force (N)
0.00358,1.182304
0.00358,1.169788
0.00358,1.16353
0.00358,1.16353
0.00358,1.16353
0.00358,1.169788
0.00358,1.16353
0.00358,1.16353
0.00358,1.144757
0.00358,1.132241
0.00358,1.119726
0.00358,1.100952
0.00358,1.113468
0.00358,1.100952
0.00358,1.100952
0.00358,1.094694
0.00358,1.094694
0.00358,1.088436
0.00358,1.082179
0.00358,1.082179
0.00358,1.069663
0.00358,1.069663
0.00358,1.05089
0.00358,1.0196
0.00358,1.000827
0.00358,0.988311
0.00358,1.007085
0.00358,0.957022
0.00358,0.944507
0.00358,0.957022
0.00358,0.957022
0.00358,0.950764
0.00358,0.938249
0.004028,0.90696
0.004251,0.825608
0.004475,0.756772
0.004699,0.694194
0.004699,0.662905
0.004699,0.656647
0.004699,0.656647
0.004699,0.650389
0.004699,0.650389
0.004699,0.631615
0.004699,0.637873
0.004699,0.637873
0.004699,0.6191
0.004699,0.6191
0.004699,0.612842
0.004699,0.594069
0.004699,0.612842
0.004699,0.600326
0.004923,0.575295
0.005146,0.550264
0.005146,0.53149
0.005146,0.512717
0.005146,0.506459
0.005146,0.506459
0.005146,0.506459
0.005146,0.512717
0.005146,0.506459
0.005146,0.500201
0.005146,0.500201
0.005146,0.500201
0.005146,0.481428
0.005146,0.462654
0.005146,0.456396
0.005146,0.468912
0.005146,0.468912
0.005146,0.462654
0.005146,0.456396
0.005146,0.462654
0.005146,0.462654
0.005146,0.456396
0.005146,0.431365
0.005146,0.425107
0.005146,0.406334
0.005146,0.38756
0.005146,0.38756
0.005146,0.393818
0.005146,0.393818
0.005146,0.38756
0.005146,0.381303
0.005146,0.393818
0.005146,0.38756
0.005146,0.381303
0.005146,0.381303
0.005146,0.381303
0.005146,0.381303
0.005146,0.381303
0.005146,0.381303
0.005146,0.381303
0.005146,0.38756
0.005146,0.375045
0.005146,0.381303
0.005146,0.381303
0.005594,0.381303
0.006489,0.393818
0.007608,0.375045
0.007832,0.356271
0.008055,0.343756
0.008055,0.350013
0.008055,0.343756
0.008055,0.33124
0.008055,0.33124
0.008055,0.33124
0.008279,0.318724
0.008727,0.299951
0.009174,0.262404
0.009845,0.237373
0.010293,0.218599
0.010964,0.18731
0.011412,0.174794
0.011859,0.168537
0.012083,0.149763
0.012531,0.156021
0.012754,0.13099
0.013202,0.13099
0.013649,0.124732
0.014097,0.124732
0.014544,0.105958
0.015216,0.093443
0.015887,0.087185
0.016558,0.087185
0.01723,0.074669
0.018125,0.062154
0.018796,0.049638
0.019467,0.049638
0.020138,0.04338
0.02081,0.04338
0.021481,0.030865
0.022152,0.037122
0.0226,0.037122
0.023047,0.037122
0.023719,0.024607
0.02439,0.030865
0.024837,0.030865
0.025061,0.012091
0.025509,0.012091
0.025956,0.024607
0.02618,0.012091
0.026627,0.018349
0.027075,0.012091
0.027522,0.024607
0.02797,0.012091
0.028418,0.012091
0.029089,0.018349
0.029536,0.012091
0.029984,0.012091
0.030431,0.018349
0.030655,0.018349
0.031103,0.012091
0.031326,0.012091
0.03155,0.005833
0.031774,0.000425
0.031774,0.005833
0.032221,0.005833
0.032669,0.012091
0.033117,0.005833
0.03334,0.000425
0.033788,0.012091
0.034235,0.012091
0.034683,0.005833
0.035354,0.005833
0.035802,0.000425
0.036473,0.000425
0.03692,0.005833
0.037592,0.005833
0.038263,0.005833
0.038711,0.005833
0.039382,0.005833
0.039829,0.012091
0.040277,0.000425
0.040724,0.012091
0.041172,0.005833
0.041619,0.000425
0.042067,0.005833
0.042514,0.000425
0.042962,0.006682
0.043409,0.01294
0.043857,0.005833
0.044528,0.005833
0.044752,0.005833
0.0452,0.006682
0.045423,0.000425
0.045647,0.005833
0.045871,0.000425
0.046318,0.000425
0.046542,0.000425
0.046766,0.005833
0.04699,0.006682
0.047213,0.006682
0.047437,0.006682
0.047885,0.006682
0.048108,0.006682
0.048332,0.006682
0.048556,0.000425
0.04878,0.000425
0.049227,0.000425
0.049451,0.005833
0.049675,0.000425
0.049899,0.000425
0.050346,0.006682
0.05057,0.006682
0.050794,0.000425
0.051017,0.000425
0.051241,0.006682
0.051465,0.000425
0.051689,0.006682
0.051912,0.006682
0.051912,0.01294
0.052136,0.006682
0.05236,0.006682
0.052584,0.000425
0.052807,0.012091
0.053031,0.000425
0.053255,0.006682
0.053479,0.006682
0.053926,0.006682
0.05415,0.019198
0.054374,0.000425
0.054374,0.000425
0.054597,0.000425
0.054597,0.005833
0.054597,0.005833
0.054821,0.000425
0.054821,0.000425
0.054821,0.000425
0.055045,0.01294
0.055045,0.006682
0.055269,0.000425
0.055269,0.01294
0.055269,0.000425
0.055493,0.005833
0.055493,0.000425
0.055716,0.005833
0.055716,0.005833
0.05594,0.006682
0.05594,0.000425
0.05594,0.012091
0.056164,0.000425
0.056164,0.01294
0.056388,0.006682
0.056388,0.000425
0.056611,0.006682
0.056611,0.000425
0.056611,0.000425
0.056835,0.01294
0.056835,0.006682
0.057059,0.006682
0.057059,0.005833
0.057059,0.005833
0.057059,0.006682
0.057059,0.005833
0.057283,0.005833
0.057283,0.000425
0.057283,0.005833
0.057283,0.01294
0.057506,0.005833
0.057506,0.006682
0.057506,0.006682
0.05773,0.006682
0.05773,0.006682
0.05773,0.006682
0.057954,0.006682
0.057954,0.000425
0.057954,0.005833
0.057954,0.006682
0.057954,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.006682
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.005833
0.058178,0.000425
0.058178,0.006682
0.058178,0.01294
0.058178,0.000425
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.000425
0.058178,0.006682
0.058178,0.006682
0.058178,0.006682
0.058178,0.000425
0.058178,0.005833
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.006682
0.058178,0.005833
0.058178,0.006682
0.058178,0.006682
0.058178,0.01294
0.058178,0.006682
0.058178,0.006682
0.058178,0.005833
0.058178,0.01294
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.006682
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.005833
0.058178,0.000425
0.058178,0.005833
0.058178,0.006682
0.058178,0.006682
0.058178,0.006682
0.058178,0.000425
0.058178,0.000425
0.058178,0.006682
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.005833
0.058178,0.006682
0.058178,0.000425
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.005833
0.058178,0.000425
0.058178,0.000425
0.058178,0.005833
0.058178,0.000425
0.058178,0.006682
0.058178,0.005833
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.006682
0.058178,0.005833
0.058178,0.000425
0.058178,0.006682
0.058178,0.005833
0.058178,0.000425
0.058178,0.000425
0.058178,0.005833
0.058178,0.000425
0.058178,0.005833
0.058178,0.006682
0.058178,0.01294
0.058178,0.006682
0.058178,0.000425
0.058178,0.005833
0.058178,0.006682
0.058178,0.01294
0.058178,0.006682
0.058178,0.01294
0.058178,0.000425
0.058178,0.000425
0.058178,0.005833
0.058178,0.006682
0.058178,0.006682
0.058178,0.006682
0.058178,0.006682
0.058178,0.006682
0.058178,0.005833
0.058178,0.000425
0.058178,0.01294
0.058178,0.006682
0.058178,0.006682
0.058178,0.006682
0.058178,0.005833
0.058178,0.01294
0.058178,0.006682
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.000425
0.058178,0.01294
0.058178,0.005833
0.058178,0.000425
0.058178,0.01294
0.058178,0.005833
0.058178,0.000425
0.058178,0.005833
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.005833
0.058178,0.006682
0.058178,0.006682
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.000425
0.058178,0.01294
0.058178,0.01294
0.058178,0.000425
0.058178,0.005833
0.058178,0.005833
0.058178,0.006682
0.058178,0.000425
0.058178,0.01294
0.058178,0.006682
0.058178,0.005833
0.058178,0.006682
